,Unnamed: 0,file,emotion,speaker,text
18,18,./wav_path/Ses01F_impro02_F013.wav,e3,Ses01F,YOU'LL VIDEOTAPE EVERYTHING YEAH .
19,19,./wav_path/Ses01F_impro02_F014.wav,e3,Ses01F,MAYBE YOU . CAN . SEND IT TO ME LIKE . STREAM IT YEAH .
20,20,./wav_path/Ses01F_impro02_F015.wav,e3,Ses01F,LAST MONTH YEAH .
21,21,./wav_path/Ses01F_impro02_F016.wav,e0,Ses01F,I HAVE TO FIND SITTERS .
22,22,./wav_path/Ses01F_impro02_F017.wav,e3,Ses01F,WE'VE GOT FRIENDS THAT'S WHY WE MOVED . HERE . HUH  BECAUSE THERE . IS A DAY CARE DOWN THE STREET .
23,23,./wav_path/Ses01F_impro02_F018.wav,e0,Ses01F,AND YOUR MOTHER IS CLOSE BY .
24,24,./wav_path/Ses01F_impro02_F019.wav,e3,Ses01F,I'LL SEND YOU LOTS OF LETTERS .
25,25,./wav_path/Ses01F_impro02_F020.wav,e3,Ses01F,AND I WANT LOTS AND LOTS AND LOTS OF PICTURES .
26,26,./wav_path/Ses01F_impro02_M001.wav,e3,Ses01M,I DON'T UNDERSTAND YOU'VE ALREADY DONE SO MUCH I DON'T KNOW WHY DO YOU HAVE TO GO BACK .
27,27,./wav_path/Ses01F_impro02_M005.wav,e3,Ses01M,I DON'T KNOW HOW YOU CAN BE OKAY WITH THIS I DON'T KNOW WHY YOU'RE NOT . YOU'RE FINE WITH IT .
28,28,./wav_path/Ses01F_impro02_M009.wav,e3,Ses01M,I JUST DON'T SEE WHY IT HAS TO BE YOU .
29,29,./wav_path/Ses01F_impro02_M010.wav,e3,Ses01M,WHAT AM I GOING TO DO HUH .
30,30,./wav_path/Ses01F_impro02_M011.wav,e3,Ses01M,YEAH .
31,31,./wav_path/Ses01F_impro02_M012.wav,e0,Ses01M,DON'T YOU GUYS HAVE ACCESS TO COMPUTERS OVER THERE .
32,32,./wav_path/Ses01F_impro02_M013.wav,e3,Ses01M,I JUST DON'T KNOW HOW I'M GOING TO DO IT WITHOUT YOU .
33,33,./wav_path/Ses01F_impro02_M014.wav,e3,Ses01M,I CAN'T RAISE A BABY BY MYSELF . HOW .
34,34,./wav_path/Ses01F_impro02_M015.wav,e0,Ses01M,I KNOW .
35,35,./wav_path/Ses01F_impro03_F000.wav,e1,Ses01F,WELL . VEGAS WAS AWESOME .
36,36,./wav_path/Ses01F_impro03_F001.wav,e1,Ses01F,AND UM I GOT MARRIED .
37,37,./wav_path/Ses01F_impro03_F002.wav,e1,Ses01F,YEAH  IN THE OLD TOWN PART .
38,38,./wav_path/Ses01F_impro03_F004.wav,e1,Ses01F,UM . YES . IT  WAS VERY ROMANTIC .
39,39,./wav_path/Ses01F_impro03_F005.wav,e1,Ses01F,IT WAS AT THE SLOT MACHINES .
40,40,./wav_path/Ses01F_impro03_F006.wav,e1,Ses01F,UHUH UHUH HE WON BIG AND HE AND HE REALIZED THAT THE ONLY THING THAT WOULD MAKE IT BETTER WAS  ME AS HIS BRIDE .
41,41,./wav_path/Ses01F_impro03_F008.wav,e1,Ses01F,YEAH . WELL . YOU KNOW BECAUSE HE'S LEAVING THE NEXT DAY .
42,42,./wav_path/Ses01F_impro03_F009.wav,e1,Ses01F,BUT WE'RE GOING TO HAVE A HONEYMOON CRUISE .
43,43,./wav_path/Ses01F_impro03_F010.wav,e1,Ses01F,OH . I HADN'T EVEN THOUGHT ABOUT THAT .
44,44,./wav_path/Ses01F_impro03_F012.wav,e1,Ses01F,OH TOTALLY .
45,45,./wav_path/Ses01F_impro03_F013.wav,e1,Ses01F,I GUESS I'LL I GUESS I'LL HAVE AN INTERNET HUSBAND  {LG} .
46,46,./wav_path/Ses01F_impro03_F015.wav,e1,Ses01F,YEAH . SO . {LG} . HE'S CALLING ME NOW .
47,47,./wav_path/Ses01F_impro03_F016.wav,e1,Ses01F,HE LIKES TO KEEP TABS . YOU KNOW .
48,48,./wav_path/Ses01F_impro03_F017.wav,e0,Ses01F,UH . I  THINK SEVEN HUNDRED AND FIFTY DOLLARS .
49,49,./wav_path/Ses01F_impro03_F018.wav,e0,Ses01F,PENNY SLOTS  THAT'S WHAT HE PLAYS .
50,50,./wav_path/Ses01F_impro03_F019.wav,e0,Ses01F,YEAH .
51,51,./wav_path/Ses01F_impro03_F021.wav,e1,Ses01F,YEAH . WE PLAYED WHEEL OF FORTUNE PENNIES . IT'S LIKE A GIANT THING WITH LIKE .
52,52,./wav_path/Ses01F_impro03_F022.wav,e0,Ses01F,FIFTY BUCKS MMHMM .
53,53,./wav_path/Ses01F_impro03_F023.wav,e0,Ses01F,YEAH .
54,54,./wav_path/Ses01F_impro03_F024.wav,e1,Ses01F,WELL SO NOW WE'RE MARRIED  WE  HAVE CAT CHILDREN .
55,55,./wav_path/Ses01F_impro03_F025.wav,e1,Ses01F,WE RENAMED BRENDA  LUMBER JANET .
56,56,./wav_path/Ses01F_impro03_F026.wav,e1,Ses01F,SHE NEEDS A NEW NAME EACH STATE THAT WE GO INTO  {LG} .
57,57,./wav_path/Ses01F_impro03_M000.wav,e0,Ses01M,SO WHAT'S UP WHAT'S NEW .
58,58,./wav_path/Ses01F_impro03_M001.wav,e0,Ses01M,YEAH I HEARD .
59,59,./wav_path/Ses01F_impro03_M003.wav,e1,Ses01M,WHO DID YOU  MARRY .
60,60,./wav_path/Ses01F_impro03_M006.wav,e0,Ses01M,HE TURNED TO YOU AND WAS LIKE .
61,61,./wav_path/Ses01F_impro03_M007.wav,e1,Ses01M,{LG} THAT'S REALLY ROMANTIC .
62,62,./wav_path/Ses01F_impro03_M008.wav,e0,Ses01M,YEAH .
63,63,./wav_path/Ses01F_impro03_M009.wav,e0,Ses01M,DOES THAT MEAN THAT YOU'RE GOING TO GET CITIZENSHIP TOO IN . IN ENGLAND OR  WHATEVER .
64,64,./wav_path/Ses01F_impro03_M011.wav,e0,Ses01M,YEAH BUT HE'LL HAVE LIKE A LONG VISA . CAN YOU GO VISIT THEN FOR A LONG TIME .
65,65,./wav_path/Ses01F_impro03_M013.wav,e1,Ses01M,LIKE YOU NEED ANOTHER ONE OF THOSE {LG} .
66,66,./wav_path/Ses01F_impro03_M014.wav,e1,Ses01M,IS . THAT . YOUR PHONE .
67,67,./wav_path/Ses01F_impro03_M015.wav,e1,Ses01M,HE LOVES YOU .
68,68,./wav_path/Ses01F_impro03_M016.wav,e0,Ses01M,HOW MUCH DID HE WIN AT THE SLOT .
69,69,./wav_path/Ses01F_impro03_M019.wav,e0,Ses01M,I'M A BIG FAN OF THE WHEEL OF FORTUNE QUARTERS  BUT IT JUST COSTS SO MUCH  I DON'T KNOW .
70,70,./wav_path/Ses01F_impro03_M020.wav,e0,Ses01M,BUT THE PENNIES ALWAYS GET YOU BECAUSE YOU END UP SPENDING LIKE YOU KNOW . FIFTY BUCKS .
71,71,./wav_path/Ses01F_impro03_M021.wav,e0,Ses01M,LIKE WAIT BUT IT'S JUST PENNIES YOU'RE LIKE WAIT A MINUTE I'M ON TO YOU .
72,72,./wav_path/Ses01F_impro03_M022.wav,e1,Ses01M,AWESOME .
73,73,./wav_path/Ses01F_impro03_M023.wav,e1,Ses01M,{LG} CAT BABIES .
74,74,./wav_path/Ses01F_impro03_M024.wav,e0,Ses01M,THAT'S FAIR ENOUGH .
75,75,./wav_path/Ses01F_impro04_F000.wav,e0,Ses01F,UH WHAT . CRAIG'S LIST OH THE INTERNET THING .
76,76,./wav_path/Ses01F_impro04_F001.wav,e0,Ses01F,I DON'T KNOW ISN'T THAT THAT'S ALL LIKE  ESCORT SERVICES AND THINGS LIKE THAT .
77,77,./wav_path/Ses01F_impro04_F005.wav,e0,Ses01F,HE JUST .
78,78,./wav_path/Ses01F_impro04_F006.wav,e0,Ses01F,YOU KNOW WHAT I HEARD ABOUT THAT JOB I APPLIED FOR THAT .
79,79,./wav_path/Ses01F_impro04_F009.wav,e0,Ses01F,YEAH .
80,80,./wav_path/Ses01F_impro04_F013.wav,e0,Ses01F,I JUST I MEAN I CALL PEOPLE UP AND I TELL THEM WHAT I'M GOOD AT .
81,81,./wav_path/Ses01F_impro04_F014.wav,e0,Ses01F,YEAH .
82,82,./wav_path/Ses01F_impro04_F028.wav,e2,Ses01F,I'M NOT FRUSTRATED .
83,83,./wav_path/Ses01F_impro04_F029.wav,e2,Ses01F,WHO DO YOU THINK YOU ARE .
84,84,./wav_path/Ses01F_impro04_F030.wav,e2,Ses01F,YOU ARE SO HIGH AND MIGHTY I JUST .
85,85,./wav_path/Ses01F_impro04_F031.wav,e2,Ses01F,OH I'M SAVING THE ENVIRONMENT I'M RIDING THIS CAR BECAUSE I I WANT TO .
86,86,./wav_path/Ses01F_impro04_F032.wav,e2,Ses01F,THE BUS I'M RIDING THE BUS BECAUSE I  WANT TO .
87,87,./wav_path/Ses01F_impro04_F033.wav,e2,Ses01F,I CAN NOT YOU ARE NOT HERE BY CHOICE  NOBODY WOULD RIDE THIS BUS BY CHOICE .
88,88,./wav_path/Ses01F_impro04_M000.wav,e0,Ses01M,HAVE YOU TRIED UH CRAIG'S LIST .
89,89,./wav_path/Ses01F_impro04_M001.wav,e0,Ses01M,YEAH .
90,90,./wav_path/Ses01F_impro04_M002.wav,e0,Ses01M,NO THERE'S REGULAR JOBS ON THERE .
91,91,./wav_path/Ses01F_impro04_M003.wav,e0,Ses01M,UH HUH .
92,92,./wav_path/Ses01F_impro04_M004.wav,e0,Ses01M,I'M JUST SAYING I HAVE A FRIEND THAT GOT A GOOD JOB ON IT SO I WAS JUST RECOMMENDING IT .
93,93,./wav_path/Ses01F_impro04_M005.wav,e0,Ses01M,HE'S LIKE A MANAGER FOR A THEATRE .
94,94,./wav_path/Ses01F_impro04_M006.wav,e0,Ses01M,HE'S LIKE A HOUSE MANAGER YEAH IT'S A GOOD JOB .
95,95,./wav_path/Ses01F_impro04_M007.wav,e0,Ses01M,YOU DID .
96,96,./wav_path/Ses01F_impro04_M008.wav,e0,Ses01M,YEAH .
97,97,./wav_path/Ses01F_impro04_M009.wav,e0,Ses01M,YOU'VE BEEN LOOKING FOR A JOB FOR A LONG TIME THAT WAS A LONG TIME AGO RIGHT .
98,98,./wav_path/Ses01F_impro04_M010.wav,e0,Ses01M,HMM .
99,99,./wav_path/Ses01F_impro04_M011.wav,e0,Ses01M,I DON'T KNOW HE HAD A  REALLY GOOD RESUME I GUESS AND .
100,100,./wav_path/Ses01F_impro04_M012.wav,e0,Ses01M,YEAH DO YOU  HAVE A RESUME .
101,101,./wav_path/Ses01F_impro04_M013.wav,e0,Ses01M,IT'S KIND OF HELPFUL WHEN GETTING A JOB .
102,102,./wav_path/Ses01F_impro04_M014.wav,e0,Ses01M,WELL MAYBE WE SHOULD SIT DOWN SOME TIME . AND YOU CAN JUST TELL ME ALL THE STUFF THAT YOU HAVE DONE . AND I'LL WRITE IT OUT .
103,103,./wav_path/Ses01F_impro04_M015.wav,e0,Ses01M,NO YOU CAN OR YOU CAN JUST BRING IT IN PERSON . BUT THEY NEED GENERALLY SOMETHING TO SEE YOU KNOW WHAT KIND OF WHAT THAT YOU'VE DONE WHAT KIND OF .
104,104,./wav_path/Ses01F_impro04_M016.wav,e0,Ses01M,YEAH BUT THE PIECE OF PAPER HELPS TOO .
105,105,./wav_path/Ses01F_impro04_M017.wav,e0,Ses01M,NO BUT IT HAS AN OUTLINE YOU KNOW .
106,106,./wav_path/Ses01F_impro04_M018.wav,e0,Ses01M,I KNOW . OKAY . WELL UM  MAYBE .
107,107,./wav_path/Ses01F_impro04_M019.wav,e0,Ses01M,YEAH .
108,108,./wav_path/Ses01F_impro04_M020.wav,e0,Ses01M,OKAY YEAH I WOULD IMAGINE .
109,109,./wav_path/Ses01F_impro04_M021.wav,e0,Ses01M,WELL SOMETIMES YOU HAVE TO DO THINGS THAT YOU DON'T NECESSARILY LIKE . TO DO TO HAVE A JOB  BUT THE JOB AFFORDS YOU . MONEY . YOU WON'T HAVE TO BE TAKING THE BUS RIGHT NOW .
110,110,./wav_path/Ses01F_impro04_M022.wav,e0,Ses01M,MAYBE GET A CAR .
111,111,./wav_path/Ses01F_impro04_M023.wav,e0,Ses01M,I . JUST  YOU KNOW  THINK YOU SHOULD  TRY A LITTLE HARDER MAYBE .
112,112,./wav_path/Ses01F_impro04_M024.wav,e0,Ses01M,I DIDN'T SAY THAT .
113,113,./wav_path/Ses01F_impro04_M025.wav,e0,Ses01M,I AM RIDING THE BUS  BUT BY CHOICE .
114,114,./wav_path/Ses01F_impro04_M026.wav,e0,Ses01M,TO SAVE THE ENVIRONMENT CARPOOL .
115,115,./wav_path/Ses01F_impro04_M027.wav,e0,Ses01M,YES  ONE LESS CAR AT A TIME .
116,116,./wav_path/Ses01F_impro04_M028.wav,e0,Ses01M,MMHMM .
117,117,./wav_path/Ses01F_impro04_M031.wav,e0,Ses01M,I DON'T THINK I'M ANYONE .
118,118,./wav_path/Ses01F_impro04_M032.wav,e0,Ses01M,I I  I . DIDN'T . OKAY .
119,119,./wav_path/Ses01F_impro05_F008.wav,e2,Ses01F,FLIGHT SEVEN FOURTEEN .
120,120,./wav_path/Ses01F_impro05_F009.wav,e2,Ses01F,AM I GOING TO BE GETTING LIKE FREE TICKETS FREE MILEAGE  WHEN CAN I EXPECT MY BAG HERE .
121,121,./wav_path/Ses01F_impro05_F011.wav,e2,Ses01F,IS THIS A JOKE .
122,122,./wav_path/Ses01F_impro05_F012.wav,e2,Ses01F,ARE THERE CANDID CAMERAS IS THIS THAT MOVIE . THERE'S THAT SHOW RIGHT AIRPLANE AIRLINE .
123,123,./wav_path/Ses01F_impro05_F014.wav,e2,Ses01F,YOU'RE KIDDING ME THIS IS A JOKE .
124,124,./wav_path/Ses01F_impro05_F015.wav,e2,Ses01F,DO YOU HAVE ANY IDEA . FIFTY DOLLARS THAT'S SUPPOSED TO REPLACE EVERYTHING THAT I HAVE . DO YOU UNDERSTAND HOW MUCH I HAVE PACKED IN THERE  NOT ONLY DOES  IT HAVE SENTIMENTAL VALUE IT CAN'T BE REPLACED LIKE  THAT  IT WAS INCREDIBLY EXPENSIVE .
125,125,./wav_path/Ses01F_impro05_F016.wav,e2,Ses01F,WE FLEW IN FROM PARIS  I'VE BEEN SHOPPING  FOR THREE WEEKS .
126,126,./wav_path/Ses01F_impro05_F017.wav,e2,Ses01F,I DON'T CARE WHAT YOU'RE FREAKING SIGN  SAYS . SOMEBODY SOMEBODY NEEDS TO REPLACE  EVERYTHING I'VE GOT THERE . AND . GIVE ME MONEY FOR MY INCONVENIENCE .
127,127,./wav_path/Ses01F_impro05_F018.wav,e2,Ses01F,DO YOU UNDERSTAND WHO MY HUSBAND IS .
128,128,./wav_path/Ses01F_impro05_F019.wav,e2,Ses01F,IF YOU'RE IF YOU'RE IF YOU'RE LOOKING FOR A LAWSUIT BABY YOU'VE  FOUND IT .
129,129,./wav_path/Ses01F_impro05_F020.wav,e2,Ses01F,OH  OH . IT'S A GIFT YOU'RE YOU'RE HELPING ME OUT HERE .
130,130,./wav_path/Ses01F_impro05_F021.wav,e2,Ses01F,YOU ARE CRUISING FOR A BRUISING YOU ARE IN SO MUCH TROUBLE .
131,131,./wav_path/Ses01F_impro05_F022.wav,e2,Ses01F,WHO'S IN CHARGE . WHO IS THE PRESIDENT OF JET BLUE .
132,132,./wav_path/Ses01F_impro05_F023.wav,e2,Ses01F,BECAUSE I PROBABLY KNOW HIM .
133,133,./wav_path/Ses01F_impro05_F024.wav,e2,Ses01F,YEAH .
134,134,./wav_path/Ses01F_impro05_F025.wav,e2,Ses01F,I DON'T WANT MONEY I WANT MY CLOTHES .
135,135,./wav_path/Ses01F_impro05_F026.wav,e2,Ses01F,WHAT'S YOUR NAME .
136,136,./wav_path/Ses01F_impro05_F028.wav,e2,Ses01F,OKAY . I'LL DO THAT .
137,137,./wav_path/Ses01F_impro05_F029.wav,e2,Ses01F,I DON'T THINK YOU HAVE DONE EVERYTHING YOU COULD DO BECAUSE I DON'T HAVE MY BAG HERE YET .
138,138,./wav_path/Ses01F_impro05_F030.wav,e2,Ses01F,A LETTER . I'LL MAKE A PERSONAL PHONE CALL .
139,139,./wav_path/Ses01F_impro05_M000.wav,e0,Ses01M,HI THANKS FOR WAITING .
140,140,./wav_path/Ses01F_impro05_M001.wav,e1,Ses01M,CAN I HELP YOU .
141,141,./wav_path/Ses01F_impro05_M002.wav,e1,Ses01M,UH HUH .
142,142,./wav_path/Ses01F_impro05_M003.wav,e0,Ses01M,OKAY .
143,143,./wav_path/Ses01F_impro05_M004.wav,e0,Ses01M,OKAY .
144,144,./wav_path/Ses01F_impro05_M005.wav,e0,Ses01M,OKAY GREAT I'M . REALLY SORRY THAT YOU . HAD TO DO THAT WHAT'S YOUR LAST NAME LET'S START THERE .
145,145,./wav_path/Ses01F_impro05_M006.wav,e0,Ses01M,OKAY .
146,146,./wav_path/Ses01F_impro05_M007.wav,e0,Ses01M,ALL RIGHT . OKAY . AND YOU LOST YOUR BAG  IS THAT  THAT THE ISSUE .
147,147,./wav_path/Ses01F_impro05_M008.wav,e0,Ses01M,UH HUH .
148,148,./wav_path/Ses01F_impro05_M009.wav,e0,Ses01M,YEAH YEAH I . DON'T SEE I  DON'T SEE . ANY .
149,149,./wav_path/Ses01F_impro05_M010.wav,e0,Ses01M,I DON'T SEE ANY RECORD OF IT AND I  USUALLY WHEN I DON'T SEE A RECORD OF IT THAT MEANS UM .
150,150,./wav_path/Ses01F_impro05_M011.wav,e0,Ses01M,WE'VE MISTAKENLY LOST YOUR BAGGAGE  WE'RE VERY SORRY . ON . BEHALF OF JET BLUE I WOULD LIKE TO APOLOGIZE FOR ANY INCONVENIENCE  I AM ALLOWED TO ISSUE YOU A FIFTY  DOLLAR  GIFT CARD WHICH YOU CAN USE . ANY  FUTURE FLIGHTS YOU WANT TO TAKE WITH US  I'M VERY SORRY ONCE AGAIN .
151,151,./wav_path/Ses01F_impro05_M012.wav,e0,Ses01M,FOR SUCH AN INCONVENIENCE AND YOUR BAG  BUT .
152,152,./wav_path/Ses01F_impro05_M013.wav,e0,Ses01M,YEAH .
153,153,./wav_path/Ses01F_impro05_M014.wav,e0,Ses01M,NO NO .
154,154,./wav_path/Ses01F_impro05_M015.wav,e0,Ses01M,NO NO . THIS . IS REAL .
155,155,./wav_path/Ses01F_impro05_M016.wav,e0,Ses01M,NO I'M JUST GIVING YOU MONEY  THE BAG IS . GONE  IF IT'S NOT HERE I'M  REALLY SORRY THERE IS NOTHING I CAN DO BECAUSE .
156,156,./wav_path/Ses01F_impro05_M017.wav,e0,Ses01M,THIS IS THE ONLY TRACK RECORD THAT WE HAVE AND IF IT'S NOT LISTED HERE THEN IT'S  PROBABLY NOT  ANYWHERE .
157,157,./wav_path/Ses01F_impro05_M019.wav,e0,Ses01M,YES .
158,158,./wav_path/Ses01F_impro05_M020.wav,e0,Ses01M,I KNOW .
159,159,./wav_path/Ses01F_impro05_M022.wav,e0,Ses01M,OKAY . CALM .
160,160,./wav_path/Ses01F_impro05_M023.wav,e0,Ses01M,ACTUALLY WE ARE NOT NECESSARILY LIABLE TO . GIVE . YOU TO . EVEN GIVE YOU THIS FIFTY DOLLARS SO IT'S ACTUALLY IT'S ACTUALLY  REALLY .
161,161,./wav_path/Ses01F_impro05_M024.wav,e0,Ses01M,WE ARE ACTUALLY NOT EVEN . ALLOWED YOU KNOW LIKE WE DON'T HAVE TO GIVE YOU THIS . FIFTY DOLLARS WE DON'T HAVE TO DO THAT .
162,162,./wav_path/Ses01F_impro05_M025.wav,e0,Ses01M,IT'S A . GIFT .
163,163,./wav_path/Ses01F_impro05_M026.wav,e0,Ses01M,YOU KNOW THE AIRLINES CAN NOT BE HELD RESPONSIBLE FOR EVERY . BAG OF LUGGAGE THAT COMES THROUGH  HERE .
164,164,./wav_path/Ses01F_impro05_M027.wav,e0,Ses01M,WITH THE AMOUNT OF .
165,165,./wav_path/Ses01F_impro05_M028.wav,e0,Ses01M,UM ACTUALLY I DON'T KNOW . I DON'T KNOW . OH REALLY .
166,166,./wav_path/Ses01F_impro05_M029.wav,e0,Ses01M,WELL THEN MAYBE YOU CAN JUST CALL HIM AND HE CAN . GIVE YOU MORE MONEY  BUT RIGHT NOW ALL I CAN . DO .
167,167,./wav_path/Ses01F_impro05_M030.wav,e0,Ses01M,RIGHT NOW ALL I CAN DO IS JUST GIVE YOU THIS FIFTY DOLLARS I'M REALLY SORRY .
168,168,./wav_path/Ses01F_impro05_M031.wav,e0,Ses01M,OH MY NAME IS SEAN . HI .
169,169,./wav_path/Ses01F_impro05_M034.wav,e0,Ses01M,IF YOU WANT  YOU  CAN WRITE A LETTER I CAN GIVE YOU THE ADDRESS  YES . AN ANGRY .
170,170,./wav_path/Ses01F_impro05_M035.wav,e0,Ses01M,OR YOU CAN MAKE A PHONE CALL BUT I THINK A LETTER MIGHT BE A LITTLE MORE . IN MY IMPRESSION . LETTERS HAVE  MORE .
171,171,./wav_path/Ses01F_impro06_F002.wav,e3,Ses01F,NO .
172,172,./wav_path/Ses01F_impro06_F003.wav,e0,Ses01F,THAT'S  SWEET .
173,173,./wav_path/Ses01F_impro06_F004.wav,e0,Ses01F,THANK YOU .
174,174,./wav_path/Ses01F_impro06_F005.wav,e3,Ses01F,I . WENT TO SEE HER HEADSTONE  A WEEK OR TWO AGO .
175,175,./wav_path/Ses01F_impro06_F006.wav,e3,Ses01F,I USED TO GO TO CEMETERIES A LOT  BEFORE SHE DIED . I JUST YOU . KNOW  I FELT . LIKE THEY WERE URBAN OASIS YOU . KNOW THERE IS ALWAYS  THIS GREEN  IN THE  CITY .
176,176,./wav_path/Ses01F_impro06_F007.wav,e3,Ses01F,SO I WAS LIKE WANDERING  AROUND BEFORE IT . TAKES FOREVER TO FIND HER HEADSTONE . I ALWAYS  LOSE IT . YOU KNOW .
177,177,./wav_path/Ses01F_impro06_F008.wav,e3,Ses01F,SO I WAS LOOKING AT THIS OTHER ONE . AND THERE WAS LIKE A PIECE OF CANDY THERE  AND I  THOUGHT THAT I WOULD  TAKE THE CANDY AND PUT IT ON HER HEADSTONE  AND .
178,178,./wav_path/Ses01F_impro06_F009.wav,e0,Ses01F,THIS WOMAN  CAME  UP  AND  YOU KNOW IT WAS HERS IT . WAS HER . PERSON . THAT WAS THERE .
179,179,./wav_path/Ses01F_impro06_F010.wav,e3,Ses01F,YEAH AND SHE WAS LIKE  THAT'S PATHETIC  I  HOPE YOU ENJOY IT .
180,180,./wav_path/Ses01F_impro06_F011.wav,e3,Ses01F,AND I YOU KNOW I MEAN  I SAID I WAS SORRY AND I . BROUGHT IT BACK  TO HER KIND OF AND I . LIKE . PUT IT ON THE . GROUND AND  SHE WAS . LIKE . NO  IT'S FINE  SHE  WAS LIKE I  WOULD RATHER HAVE HER BACK  HONESTLY .
181,181,./wav_path/Ses01F_impro06_F012.wav,e3,Ses01F,I DON'T KNOW IT JUST  LIKE . I FELT SO BAD BECAUSE . I SHOULDN'T HAVE DONE . IT  I DON'T  KNOW  WHATEVER .
182,182,./wav_path/Ses01F_impro06_F013.wav,e3,Ses01F,I DON'T KNOW .
183,183,./wav_path/Ses01F_impro06_F014.wav,e3,Ses01F,AT THE CEMETERY .
184,184,./wav_path/Ses01F_impro06_F015.wav,e3,Ses01F,COUPLE HOURS .
185,185,./wav_path/Ses01F_impro06_F016.wav,e0,Ses01F,I BROUGHT  I BROUGHT CHUCK WITH ME  HE WENT TO REDLANDS YEAH . FOR THE DAY . WE RAN THROUGH THE SPRINKLERS .
186,186,./wav_path/Ses01F_impro06_F018.wav,e0,Ses01F,YEAH . IT'S . HUGE  REDLANDS IS . AN OLD CITY . SO THEY HAVE LOTS AND LOTS OF STONES .
187,187,./wav_path/Ses01F_impro06_F019.wav,e0,Ses01F,YEAH .
188,188,./wav_path/Ses01F_impro06_F020.wav,e3,Ses01F,IT'S WEIRD WHENEVER I GO BACK TO TOWN  I  THINK OF HER  I MEAN IT'S . LIKE  I MEAN WE GREW UP TOGETHER  AND  SHE DIED WHEN WE WERE TWENTY ONE . AND YEAH SHE HAD . CANCER SHE HAD TWO BRAIN TUMORS .
189,189,./wav_path/Ses01F_impro06_F021.wav,e3,Ses01F,MY BEST FRIEND HEATHER . SHE'S GOT A WE HAVE . A WE BUILT THIS LIKE . LITTLE  THERE'S A  PARK  PROSPECT  PARK AND THERE . IS LIKE A  GARDEN SECTION OF IT . THAT WE SET UP  FOR  HER .
190,190,./wav_path/Ses01F_impro06_F022.wav,e3,Ses01F,SHE USED TO HAVE THESE  POETRY PARTIES  ON MEMORIAL DAY .
191,191,./wav_path/Ses01F_impro06_F023.wav,e3,Ses01F,UMM YEAH .
192,192,./wav_path/Ses01F_impro06_F024.wav,e3,Ses01F,AND THE LAST TIME BEFORE SHE DIED I REMEMBER SHE  COULDN'T REALLY STAND UMM .
193,193,./wav_path/Ses01F_impro06_F025.wav,e3,Ses01F,BUT . I MEAN . SHE  COULD BUT IT  WAS SO IT WAS KIND OF  SITTING AT HER FEET HOLDING . HER UP AND  SHE HAD THESE  POEMS SHE HAD MEMORIZED  AND I REMEMBER LOOKING UP SHE HAD  CURLY RED HAIR  AND THERE WAS THIS PALM TREE RIGHT BEHIND HER AND . IT  WAS  LIKE A . CROWN GROWING  RIGHT OUT . OF HER HEAD IT . WAS . COOL .
